name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
berlin,2023-11-29T15:00:00,-0.4,-5.1,-1.2,94.12,0.422,100,"rain,snow",0.5,4.7,32.8,16.2,189,1000.2,100,10.8,12,0,0,,"Snow, Rain, Overcast",snow,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T16:00:00,-0.4,-5,-1,95.15,0.236,100,"rain,snow",0,4.7,31.3,15.8,189,1000,100,4.3,0,0,0,,"Snow, Rain, Overcast",snow,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T17:00:00,0,-4.6,-0.7,95.13,0.334,100,"rain,snow",0.2,4.9,29.5,16,189,999.6,100,7.3,0,0,0,,"Snow, Rain, Overcast",snow,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T18:00:00,0.5,-4.4,-0.5,92.76,0.016,100,"rain,snow",0.5,5.4,29.5,18.7,200,999.4,100,7.5,0,0,0,,"Snow, Rain, Overcast",snow,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T19:00:00,0.7,-3.8,-0.2,93.23,0.125,100,"rain,snow",0,6.3,31.3,16.6,223,999.8,99.7,6.2,0,0,0,,"Snow, Rain, Overcast",rain,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T20:00:00,0.8,-4.1,-0.3,92.52,0.008,100,"rain,snow",0,6.3,31,18.8,240,1000.2,98.4,5.4,0,0,0,,"Snow, Rain, Overcast",rain,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T21:00:00,0.5,-4.5,-0.6,92.28,0.066,100,"rain,snow",0,6.3,34.6,19.8,243,1000.8,97.3,5.4,0,0,0,,"Snow, Rain, Overcast",rain,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T22:00:00,0.5,-4.4,-1,89.66,0.04,100,"rain,snow",0,6.2,34.6,19,250,1001.3,100,16.2,0,0,0,,"Snow, Rain, Overcast",rain,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-29T23:00:00,0.4,-4.7,-1.1,89.46,0.088,100,"rain,snow",0,6.2,34.2,19.8,259,1001.8,98.8,18.8,0,0,0,,"Snow, Rain, Overcast",rain,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T00:00:00,0,-5.2,-2.7,82.36,0,0,,0,6.1,29.2,19.7,276,1002.5,84.8,20.5,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T01:00:00,-0.5,-5.9,-3.1,82.92,0,0,,0,6,28.1,20.3,272,1003,70.5,20.2,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T02:00:00,-1.3,-5.8,-3.4,85.59,0.025,100,"rain,snow",0,5.9,28.4,13.8,278,1003.3,68.9,37.2,0,0,0,,"Snow, Rain, Partially cloudy",snow,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T03:00:00,-1.9,-6.3,-3.6,88.25,0,0,,0,5.9,21.6,12.8,253,1003.8,19,32.1,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T04:00:00,-2.9,-6.3,-4.3,89.62,0,0,,0,5.8,13.7,8.8,269,1003.9,1.7,27.9,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T05:00:00,-3.7,-3.7,-4.7,92.99,0,0,,0,5.8,14,4.4,251,1003.7,19.9,16.5,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T06:00:00,-4.1,-6.7,-4.6,95.99,0,0,,0,5.8,13.3,6,203,1003.7,0,15.1,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T07:00:00,-4,-6.9,-4.8,94.69,0,0,,0,6.3,8.6,6.5,211,1004,62.4,16.4,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T08:00:00,-3.9,-6.1,-4.6,94.83,0,0,,0,6.3,8.3,5.2,221,1004.3,61.2,15,5,0,0,,Partially cloudy,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T09:00:00,-4.4,-4.4,-4.9,95.99,0,0,,0,6.3,7.6,3,178,1004.9,64.9,6.9,21,0.1,0,,Partially cloudy,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T10:00:00,-2.5,-2.5,-3.3,94.18,0,0,,0,6.3,7.9,2.9,169,1004.7,74.6,14.3,44,0.2,0,,Partially cloudy,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T11:00:00,-1.4,-1.4,-2.8,90.41,0,0,,0,6.3,8.6,2.8,160,1004.5,61.4,15.3,79,0.3,1,,Partially cloudy,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T12:00:00,0.5,0.5,-4.2,70.89,0,0,,0,6.2,7.6,2.7,181,1004,45.9,31.4,281,1,3,,Partially cloudy,partly-cloudy-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T13:00:00,-0.3,-0.3,-4.7,72.23,0,0,,0,5.7,8.6,4.5,53,1003.5,13,29.1,278,1,3,,Clear,clear-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T14:00:00,0,-2.6,-4.2,73.14,0,0,,0,5.6,8.6,7.9,186,1003.5,0,37.2,67,0.2,1,,Clear,clear-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T15:00:00,-0.9,-3.2,-3.9,79.98,0,0,,0,5.6,6.5,6.3,150,1003.7,2.6,30.9,35,0.1,0,,Clear,clear-day,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T16:00:00,-2,-2,-4.2,85.03,0,0,,0,5.5,6.8,4.4,110,1003.7,0.1,30.3,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T17:00:00,-4,-6.6,-5,93.08,0,0,,0,5.5,6.8,6,72,1003.9,67.1,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T18:00:00,-4.4,-7.5,-5.3,93.79,0,0,,0,5.5,8.3,7,81,1003.9,32.8,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T19:00:00,-3.9,-6.8,-5,92.2,0,0,,0,5.2,7.9,6.6,95,1003.8,63.5,17.7,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T20:00:00,-4.8,-7.2,-5.6,94.31,0,0,,0,5.2,7.9,5.4,79,1003.9,18,14.3,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T21:00:00,-4.8,-4.8,-5.4,95.79,0,0,,0,5.2,7.6,4.2,57,1003.9,67.2,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T22:00:00,-5.9,-5.9,-6.3,96.66,0,0,,0,5.2,7.2,3.3,66,1004.1,0,4.8,0,0,0,,Clear,clear-night,"00427,03987,00403,E2835,00433,00400"
berlin,2023-11-30T23:00:00,-6.1,-6.1,-6.7,96.19,0,0,,0,5.2,6.5,3.5,59,1004.3,67.2,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"00427,03987,00403,E2835,00433,00400"
