time_stamp,avg_hr
Thu Nov 16 2023 16:59:00 GMT+0100 (Central European Standard Time),78
Thu Nov 16 2023 17:59:00 GMT+0100 (Central European Standard Time),82
Thu Nov 16 2023 18:59:00 GMT+0100 (Central European Standard Time),79
Thu Nov 16 2023 19:59:00 GMT+0100 (Central European Standard Time),102
Thu Nov 16 2023 20:59:00 GMT+0100 (Central European Standard Time),84
Thu Nov 16 2023 21:59:00 GMT+0100 (Central European Standard Time),71
Thu Nov 16 2023 22:59:00 GMT+0100 (Central European Standard Time),76
Thu Nov 16 2023 23:59:59 GMT+0100 (Central European Standard Time),73
Fri Nov 17 2023 00:59:00 GMT+0100 (Central European Standard Time),75
Fri Nov 17 2023 01:56:00 GMT+0100 (Central European Standard Time),63
Fri Nov 17 2023 02:59:00 GMT+0100 (Central European Standard Time),68
Fri Nov 17 2023 03:58:00 GMT+0100 (Central European Standard Time),69
Fri Nov 17 2023 04:58:00 GMT+0100 (Central European Standard Time),66
Fri Nov 17 2023 05:59:00 GMT+0100 (Central European Standard Time),64
Fri Nov 17 2023 06:59:00 GMT+0100 (Central European Standard Time),62
Fri Nov 17 2023 07:59:00 GMT+0100 (Central European Standard Time),62
Fri Nov 17 2023 08:58:00 GMT+0100 (Central European Standard Time),59
Fri Nov 17 2023 09:59:00 GMT+0100 (Central European Standard Time),59
Fri Nov 17 2023 10:04:00 GMT+0100 (Central European Standard Time),60
Fri Nov 17 2023 11:04:00 GMT+0100 (Central European Standard Time),60
Fri Nov 17 2023 12:59:00 GMT+0100 (Central European Standard Time),71
Fri Nov 17 2023 13:59:00 GMT+0100 (Central European Standard Time),69
Fri Nov 17 2023 14:59:00 GMT+0100 (Central European Standard Time),74
Fri Nov 17 2023 15:59:00 GMT+0100 (Central European Standard Time),86
Fri Nov 17 2023 16:59:00 GMT+0100 (Central European Standard Time),79
Fri Nov 17 2023 17:59:00 GMT+0100 (Central European Standard Time),91
Fri Nov 17 2023 18:59:00 GMT+0100 (Central European Standard Time),95
Fri Nov 17 2023 19:59:00 GMT+0100 (Central European Standard Time),92
Fri Nov 17 2023 20:59:00 GMT+0100 (Central European Standard Time),96
Fri Nov 17 2023 21:59:00 GMT+0100 (Central European Standard Time),88
Fri Nov 17 2023 22:59:00 GMT+0100 (Central European Standard Time),93
Fri Nov 17 2023 23:59:59 GMT+0100 (Central European Standard Time),78
Sat Nov 18 2023 00:59:00 GMT+0100 (Central European Standard Time),64
Sat Nov 18 2023 01:59:00 GMT+0100 (Central European Standard Time),63
Sat Nov 18 2023 02:59:00 GMT+0100 (Central European Standard Time),59
Sat Nov 18 2023 03:53:00 GMT+0100 (Central European Standard Time),60
Sat Nov 18 2023 04:59:00 GMT+0100 (Central European Standard Time),61
Sat Nov 18 2023 05:57:00 GMT+0100 (Central European Standard Time),60
Sat Nov 18 2023 06:59:00 GMT+0100 (Central European Standard Time),62
Sat Nov 18 2023 07:58:00 GMT+0100 (Central European Standard Time),60
Sat Nov 18 2023 08:59:00 GMT+0100 (Central European Standard Time),64
Sat Nov 18 2023 09:59:00 GMT+0100 (Central European Standard Time),69
Sat Nov 18 2023 10:59:00 GMT+0100 (Central European Standard Time),86
Sat Nov 18 2023 11:59:00 GMT+0100 (Central European Standard Time),81
Sat Nov 18 2023 12:59:00 GMT+0100 (Central European Standard Time),75
Sat Nov 18 2023 13:59:00 GMT+0100 (Central European Standard Time),117
Sat Nov 18 2023 14:59:00 GMT+0100 (Central European Standard Time),78
Sat Nov 18 2023 15:59:00 GMT+0100 (Central European Standard Time),77
Sat Nov 18 2023 16:59:00 GMT+0100 (Central European Standard Time),80
Sat Nov 18 2023 17:54:00 GMT+0100 (Central European Standard Time),79
Sat Nov 18 2023 18:57:00 GMT+0100 (Central European Standard Time),84
Sat Nov 18 2023 19:59:00 GMT+0100 (Central European Standard Time),119
Sat Nov 18 2023 20:59:00 GMT+0100 (Central European Standard Time),79
Sat Nov 18 2023 21:58:00 GMT+0100 (Central European Standard Time),80
Sat Nov 18 2023 22:59:00 GMT+0100 (Central European Standard Time),93
Sat Nov 18 2023 23:59:59 GMT+0100 (Central European Standard Time),75
Sun Nov 19 2023 00:59:00 GMT+0100 (Central European Standard Time),63
Sun Nov 19 2023 01:59:00 GMT+0100 (Central European Standard Time),65
Sun Nov 19 2023 02:59:00 GMT+0100 (Central European Standard Time),65
Sun Nov 19 2023 03:59:00 GMT+0100 (Central European Standard Time),58
Sun Nov 19 2023 04:55:00 GMT+0100 (Central European Standard Time),61
Sun Nov 19 2023 05:59:00 GMT+0100 (Central European Standard Time),57
Sun Nov 19 2023 06:57:00 GMT+0100 (Central European Standard Time),59
Sun Nov 19 2023 07:59:00 GMT+0100 (Central European Standard Time),67
Sun Nov 19 2023 08:59:00 GMT+0100 (Central European Standard Time),66
Sun Nov 19 2023 09:59:00 GMT+0100 (Central European Standard Time),77
Sun Nov 19 2023 10:59:00 GMT+0100 (Central European Standard Time),70
Sun Nov 19 2023 11:59:00 GMT+0100 (Central European Standard Time),69
Sun Nov 19 2023 12:59:00 GMT+0100 (Central European Standard Time),80
Sun Nov 19 2023 13:59:00 GMT+0100 (Central European Standard Time),101
Sun Nov 19 2023 14:59:00 GMT+0100 (Central European Standard Time),81
Sun Nov 19 2023 15:59:00 GMT+0100 (Central European Standard Time),70
Sun Nov 19 2023 16:58:00 GMT+0100 (Central European Standard Time),93
Sun Nov 19 2023 17:59:00 GMT+0100 (Central European Standard Time),86
Sun Nov 19 2023 18:59:00 GMT+0100 (Central European Standard Time),80
Sun Nov 19 2023 19:59:00 GMT+0100 (Central European Standard Time),83
Sun Nov 19 2023 20:59:00 GMT+0100 (Central European Standard Time),77
Sun Nov 19 2023 21:59:00 GMT+0100 (Central European Standard Time),78
Sun Nov 19 2023 22:59:00 GMT+0100 (Central European Standard Time),74
Sun Nov 19 2023 23:59:59 GMT+0100 (Central European Standard Time),67
Mon Nov 20 2023 00:57:00 GMT+0100 (Central European Standard Time),66
Mon Nov 20 2023 01:58:00 GMT+0100 (Central European Standard Time),64
Mon Nov 20 2023 02:59:00 GMT+0100 (Central European Standard Time),62
Mon Nov 20 2023 03:59:00 GMT+0100 (Central European Standard Time),61
Mon Nov 20 2023 04:59:00 GMT+0100 (Central European Standard Time),60
Mon Nov 20 2023 05:58:00 GMT+0100 (Central European Standard Time),61
Mon Nov 20 2023 06:59:00 GMT+0100 (Central European Standard Time),60
Mon Nov 20 2023 07:59:00 GMT+0100 (Central European Standard Time),60
Mon Nov 20 2023 08:59:00 GMT+0100 (Central European Standard Time),69
Mon Nov 20 2023 09:59:00 GMT+0100 (Central European Standard Time),87
Mon Nov 20 2023 10:59:00 GMT+0100 (Central European Standard Time),83
Mon Nov 20 2023 11:59:00 GMT+0100 (Central European Standard Time),88
Mon Nov 20 2023 12:59:00 GMT+0100 (Central European Standard Time),72
Mon Nov 20 2023 13:58:00 GMT+0100 (Central European Standard Time),82
Mon Nov 20 2023 14:56:00 GMT+0100 (Central European Standard Time),78
Mon Nov 20 2023 15:58:00 GMT+0100 (Central European Standard Time),85
Mon Nov 20 2023 16:59:00 GMT+0100 (Central European Standard Time),83
Mon Nov 20 2023 17:58:00 GMT+0100 (Central European Standard Time),92
Mon Nov 20 2023 18:59:00 GMT+0100 (Central European Standard Time),77
Mon Nov 20 2023 19:59:00 GMT+0100 (Central European Standard Time),73
Mon Nov 20 2023 20:59:00 GMT+0100 (Central European Standard Time),74
Mon Nov 20 2023 21:59:00 GMT+0100 (Central European Standard Time),72
Mon Nov 20 2023 22:59:00 GMT+0100 (Central European Standard Time),69
Mon Nov 20 2023 23:59:59 GMT+0100 (Central European Standard Time),66
Tue Nov 21 2023 00:48:00 GMT+0100 (Central European Standard Time),65
Tue Nov 21 2023 01:59:00 GMT+0100 (Central European Standard Time),65
Tue Nov 21 2023 02:59:00 GMT+0100 (Central European Standard Time),63
Tue Nov 21 2023 03:57:00 GMT+0100 (Central European Standard Time),61
Tue Nov 21 2023 04:59:00 GMT+0100 (Central European Standard Time),60
Tue Nov 21 2023 05:57:00 GMT+0100 (Central European Standard Time),62
Tue Nov 21 2023 06:56:00 GMT+0100 (Central European Standard Time),60
Tue Nov 21 2023 07:59:00 GMT+0100 (Central European Standard Time),60
Tue Nov 21 2023 08:59:00 GMT+0100 (Central European Standard Time),71
Tue Nov 21 2023 09:59:00 GMT+0100 (Central European Standard Time),76
Tue Nov 21 2023 10:59:00 GMT+0100 (Central European Standard Time),112
Tue Nov 21 2023 11:57:00 GMT+0100 (Central European Standard Time),70
Tue Nov 21 2023 12:58:00 GMT+0100 (Central European Standard Time),72
Tue Nov 21 2023 13:59:00 GMT+0100 (Central European Standard Time),106
Tue Nov 21 2023 14:57:00 GMT+0100 (Central European Standard Time),86
Tue Nov 21 2023 15:59:00 GMT+0100 (Central European Standard Time),73
Tue Nov 21 2023 16:59:00 GMT+0100 (Central European Standard Time),70
Tue Nov 21 2023 17:59:00 GMT+0100 (Central European Standard Time),69
Tue Nov 21 2023 18:58:00 GMT+0100 (Central European Standard Time),78
Tue Nov 21 2023 19:59:00 GMT+0100 (Central European Standard Time),72
Tue Nov 21 2023 20:59:00 GMT+0100 (Central European Standard Time),91
Tue Nov 21 2023 21:56:00 GMT+0100 (Central European Standard Time),75
Tue Nov 21 2023 22:59:00 GMT+0100 (Central European Standard Time),76
Tue Nov 21 2023 23:59:59 GMT+0100 (Central European Standard Time),75
Wed Nov 22 2023 00:57:00 GMT+0100 (Central European Standard Time),66
Wed Nov 22 2023 01:59:00 GMT+0100 (Central European Standard Time),64
Wed Nov 22 2023 02:59:00 GMT+0100 (Central European Standard Time),63
Wed Nov 22 2023 03:54:00 GMT+0100 (Central European Standard Time),65
Wed Nov 22 2023 04:58:00 GMT+0100 (Central European Standard Time),62
Wed Nov 22 2023 05:59:00 GMT+0100 (Central European Standard Time),62
Wed Nov 22 2023 06:59:00 GMT+0100 (Central European Standard Time),77
Wed Nov 22 2023 07:58:00 GMT+0100 (Central European Standard Time),98
Wed Nov 22 2023 08:58:00 GMT+0100 (Central European Standard Time),85
Wed Nov 22 2023 09:59:00 GMT+0100 (Central European Standard Time),76
Wed Nov 22 2023 10:59:00 GMT+0100 (Central European Standard Time),79
Wed Nov 22 2023 11:59:00 GMT+0100 (Central European Standard Time),74
Wed Nov 22 2023 12:59:00 GMT+0100 (Central European Standard Time),74
Wed Nov 22 2023 13:59:00 GMT+0100 (Central European Standard Time),106
Wed Nov 22 2023 14:59:00 GMT+0100 (Central European Standard Time),76
Wed Nov 22 2023 15:59:00 GMT+0100 (Central European Standard Time),82
Wed Nov 22 2023 16:59:00 GMT+0100 (Central European Standard Time),86
Wed Nov 22 2023 17:59:00 GMT+0100 (Central European Standard Time),97
Wed Nov 22 2023 18:59:00 GMT+0100 (Central European Standard Time),82
Wed Nov 22 2023 19:59:00 GMT+0100 (Central European Standard Time),72
Wed Nov 22 2023 20:59:00 GMT+0100 (Central European Standard Time),82
Wed Nov 22 2023 21:57:00 GMT+0100 (Central European Standard Time),71
Wed Nov 22 2023 22:56:00 GMT+0100 (Central European Standard Time),71
Wed Nov 22 2023 23:59:59 GMT+0100 (Central European Standard Time),58
Thu Nov 23 2023 00:59:00 GMT+0100 (Central European Standard Time),59
Thu Nov 23 2023 01:58:00 GMT+0100 (Central European Standard Time),60
Thu Nov 23 2023 02:57:00 GMT+0100 (Central European Standard Time),58
Thu Nov 23 2023 03:56:00 GMT+0100 (Central European Standard Time),59
Thu Nov 23 2023 04:55:00 GMT+0100 (Central European Standard Time),60
Thu Nov 23 2023 05:59:00 GMT+0100 (Central European Standard Time),60
Thu Nov 23 2023 06:59:00 GMT+0100 (Central European Standard Time),60
Thu Nov 23 2023 07:59:00 GMT+0100 (Central European Standard Time),83
Thu Nov 23 2023 08:59:00 GMT+0100 (Central European Standard Time),91
Thu Nov 23 2023 09:59:00 GMT+0100 (Central European Standard Time),97
Thu Nov 23 2023 10:59:00 GMT+0100 (Central European Standard Time),93
Thu Nov 23 2023 11:59:00 GMT+0100 (Central European Standard Time),86
Thu Nov 23 2023 12:59:00 GMT+0100 (Central European Standard Time),78
Thu Nov 23 2023 13:59:00 GMT+0100 (Central European Standard Time),75
Thu Nov 23 2023 14:59:00 GMT+0100 (Central European Standard Time),91
Thu Nov 23 2023 15:59:00 GMT+0100 (Central European Standard Time),87
Thu Nov 23 2023 16:58:00 GMT+0100 (Central European Standard Time),81
Thu Nov 23 2023 17:59:00 GMT+0100 (Central European Standard Time),80
Thu Nov 23 2023 18:59:00 GMT+0100 (Central European Standard Time),83
Thu Nov 23 2023 19:59:00 GMT+0100 (Central European Standard Time),85
Thu Nov 23 2023 20:33:00 GMT+0100 (Central European Standard Time),83
Thu Nov 23 2023 21:57:00 GMT+0100 (Central European Standard Time),71
Thu Nov 23 2023 22:56:00 GMT+0100 (Central European Standard Time),71
Thu Nov 23 2023 23:59:59 GMT+0100 (Central European Standard Time),58
Fri Nov 24 2023 00:59:00 GMT+0100 (Central European Standard Time),59
Fri Nov 24 2023 01:58:00 GMT+0100 (Central European Standard Time),60
Fri Nov 24 2023 02:57:00 GMT+0100 (Central European Standard Time),58
Fri Nov 24 2023 03:56:00 GMT+0100 (Central European Standard Time),59
Fri Nov 24 2023 04:55:00 GMT+0100 (Central European Standard Time),60
Fri Nov 24 2023 05:58:00 GMT+0100 (Central European Standard Time),63
Fri Nov 24 2023 06:58:00 GMT+0100 (Central European Standard Time),64
Fri Nov 24 2023 07:59:00 GMT+0100 (Central European Standard Time),59
Fri Nov 24 2023 08:58:00 GMT+0100 (Central European Standard Time),67
Fri Nov 24 2023 09:59:00 GMT+0100 (Central European Standard Time),74
Fri Nov 24 2023 10:59:00 GMT+0100 (Central European Standard Time),71
Fri Nov 24 2023 11:59:00 GMT+0100 (Central European Standard Time),72
Fri Nov 24 2023 12:59:00 GMT+0100 (Central European Standard Time),87
Fri Nov 24 2023 13:59:00 GMT+0100 (Central European Standard Time),109
Fri Nov 24 2023 14:59:00 GMT+0100 (Central European Standard Time),80
Fri Nov 24 2023 15:59:00 GMT+0100 (Central European Standard Time),83
Fri Nov 24 2023 16:58:00 GMT+0100 (Central European Standard Time),80
Fri Nov 24 2023 17:59:00 GMT+0100 (Central European Standard Time),94
Fri Nov 24 2023 18:59:00 GMT+0100 (Central European Standard Time),107
Fri Nov 24 2023 19:59:00 GMT+0100 (Central European Standard Time),82
Fri Nov 24 2023 20:58:00 GMT+0100 (Central European Standard Time),73
Fri Nov 24 2023 21:59:00 GMT+0100 (Central European Standard Time),89
Fri Nov 24 2023 22:59:00 GMT+0100 (Central European Standard Time),75
Fri Nov 24 2023 23:59:59 GMT+0100 (Central European Standard Time),81
Sat Nov 25 2023 00:59:00 GMT+0100 (Central European Standard Time),90
Sat Nov 25 2023 01:57:00 GMT+0100 (Central European Standard Time),74
Sat Nov 25 2023 02:59:00 GMT+0100 (Central European Standard Time),65
Sat Nov 25 2023 03:56:00 GMT+0100 (Central European Standard Time),62
Sat Nov 25 2023 04:59:00 GMT+0100 (Central European Standard Time),61
Sat Nov 25 2023 05:57:00 GMT+0100 (Central European Standard Time),60
Sat Nov 25 2023 06:59:00 GMT+0100 (Central European Standard Time),63
Sat Nov 25 2023 07:59:00 GMT+0100 (Central European Standard Time),66
Sat Nov 25 2023 08:59:00 GMT+0100 (Central European Standard Time),74
Sat Nov 25 2023 09:59:00 GMT+0100 (Central European Standard Time),96
Sat Nov 25 2023 10:59:00 GMT+0100 (Central European Standard Time),87
Sat Nov 25 2023 11:59:00 GMT+0100 (Central European Standard Time),76
Sat Nov 25 2023 12:59:00 GMT+0100 (Central European Standard Time),76
Sat Nov 25 2023 13:59:00 GMT+0100 (Central European Standard Time),90
Sat Nov 25 2023 14:59:00 GMT+0100 (Central European Standard Time),84
Sat Nov 25 2023 15:59:00 GMT+0100 (Central European Standard Time),83
Sat Nov 25 2023 16:59:00 GMT+0100 (Central European Standard Time),78
Sat Nov 25 2023 17:59:00 GMT+0100 (Central European Standard Time),80
Sat Nov 25 2023 18:59:00 GMT+0100 (Central European Standard Time),79
Sat Nov 25 2023 19:58:00 GMT+0100 (Central European Standard Time),87
Sat Nov 25 2023 20:59:00 GMT+0100 (Central European Standard Time),75
Sat Nov 25 2023 21:59:00 GMT+0100 (Central European Standard Time),76
Sat Nov 25 2023 22:58:00 GMT+0100 (Central European Standard Time),76
Sat Nov 25 2023 23:59:00 GMT+0100 (Central European Standard Time),67
Sun Nov 26 2023 00:55:00 GMT+0100 (Central European Standard Time),59
Sun Nov 26 2023 01:59:00 GMT+0100 (Central European Standard Time),60
Sun Nov 26 2023 02:59:00 GMT+0100 (Central European Standard Time),58
Sun Nov 26 2023 03:58:00 GMT+0100 (Central European Standard Time),60
Sun Nov 26 2023 04:59:00 GMT+0100 (Central European Standard Time),61
Sun Nov 26 2023 05:59:00 GMT+0100 (Central European Standard Time),59
Sun Nov 26 2023 06:54:00 GMT+0100 (Central European Standard Time),58
Sun Nov 26 2023 07:57:00 GMT+0100 (Central European Standard Time),61
Sun Nov 26 2023 08:59:00 GMT+0100 (Central European Standard Time),59
Sun Nov 26 2023 09:59:00 GMT+0100 (Central European Standard Time),82
Sun Nov 26 2023 10:59:00 GMT+0100 (Central European Standard Time),79
Sun Nov 26 2023 11:59:00 GMT+0100 (Central European Standard Time),92
Sun Nov 26 2023 12:59:00 GMT+0100 (Central European Standard Time),91
Sun Nov 26 2023 13:59:00 GMT+0100 (Central European Standard Time),97
Sun Nov 26 2023 14:59:00 GMT+0100 (Central European Standard Time),88
Sun Nov 26 2023 15:59:00 GMT+0100 (Central European Standard Time),119
Sun Nov 26 2023 16:59:00 GMT+0100 (Central European Standard Time),108
Sun Nov 26 2023 17:59:00 GMT+0100 (Central European Standard Time),76
Sun Nov 26 2023 18:59:00 GMT+0100 (Central European Standard Time),77
Sun Nov 26 2023 19:59:00 GMT+0100 (Central European Standard Time),80
Sun Nov 26 2023 20:59:00 GMT+0100 (Central European Standard Time),76
Sun Nov 26 2023 21:58:00 GMT+0100 (Central European Standard Time),74
Sun Nov 26 2023 22:58:00 GMT+0100 (Central European Standard Time),63
Sun Nov 26 2023 23:59:59 GMT+0100 (Central European Standard Time),65
Mon Nov 27 2023 00:59:00 GMT+0100 (Central European Standard Time),61
Mon Nov 27 2023 01:56:00 GMT+0100 (Central European Standard Time),59
Mon Nov 27 2023 02:58:00 GMT+0100 (Central European Standard Time),61
Mon Nov 27 2023 03:58:00 GMT+0100 (Central European Standard Time),61
Mon Nov 27 2023 04:59:00 GMT+0100 (Central European Standard Time),61
Mon Nov 27 2023 05:59:00 GMT+0100 (Central European Standard Time),60
Mon Nov 27 2023 06:47:00 GMT+0100 (Central European Standard Time),58
Mon Nov 27 2023 07:57:00 GMT+0100 (Central European Standard Time),62
Mon Nov 27 2023 08:59:00 GMT+0100 (Central European Standard Time),67
Mon Nov 27 2023 09:59:00 GMT+0100 (Central European Standard Time),77
Mon Nov 27 2023 10:59:00 GMT+0100 (Central European Standard Time),101
Mon Nov 27 2023 11:59:00 GMT+0100 (Central European Standard Time),77
Mon Nov 27 2023 12:58:00 GMT+0100 (Central European Standard Time),72
Mon Nov 27 2023 13:59:00 GMT+0100 (Central European Standard Time),69
Mon Nov 27 2023 14:59:00 GMT+0100 (Central European Standard Time),97
Mon Nov 27 2023 15:58:00 GMT+0100 (Central European Standard Time),91
Mon Nov 27 2023 16:59:00 GMT+0100 (Central European Standard Time),107
Mon Nov 27 2023 17:59:00 GMT+0100 (Central European Standard Time),78
Mon Nov 27 2023 18:59:00 GMT+0100 (Central European Standard Time),91
Mon Nov 27 2023 19:59:00 GMT+0100 (Central European Standard Time),90
Mon Nov 27 2023 20:59:00 GMT+0100 (Central European Standard Time),75
Mon Nov 27 2023 21:59:00 GMT+0100 (Central European Standard Time),72
Mon Nov 27 2023 22:59:00 GMT+0100 (Central European Standard Time),71
Mon Nov 27 2023 23:54:00 GMT+0100 (Central European Standard Time),63
Tue Nov 28 2023 00:54:00 GMT+0100 (Central European Standard Time),60
Tue Nov 28 2023 01:59:00 GMT+0100 (Central European Standard Time),59
Tue Nov 28 2023 02:58:00 GMT+0100 (Central European Standard Time),59
Tue Nov 28 2023 03:56:00 GMT+0100 (Central European Standard Time),61
Tue Nov 28 2023 04:59:00 GMT+0100 (Central European Standard Time),62
Tue Nov 28 2023 05:59:00 GMT+0100 (Central European Standard Time),63
Tue Nov 28 2023 06:59:00 GMT+0100 (Central European Standard Time),62
Tue Nov 28 2023 07:57:00 GMT+0100 (Central European Standard Time),64
Tue Nov 28 2023 08:59:00 GMT+0100 (Central European Standard Time),76
Tue Nov 28 2023 09:59:00 GMT+0100 (Central European Standard Time),80
Tue Nov 28 2023 10:59:00 GMT+0100 (Central European Standard Time),77
Tue Nov 28 2023 11:59:00 GMT+0100 (Central European Standard Time),79
Tue Nov 28 2023 12:59:00 GMT+0100 (Central European Standard Time),80
Tue Nov 28 2023 13:59:00 GMT+0100 (Central European Standard Time),79
Tue Nov 28 2023 14:59:00 GMT+0100 (Central European Standard Time),77
Tue Nov 28 2023 15:59:00 GMT+0100 (Central European Standard Time),94
Tue Nov 28 2023 16:59:00 GMT+0100 (Central European Standard Time),90
Tue Nov 28 2023 17:58:00 GMT+0100 (Central European Standard Time),70
Tue Nov 28 2023 18:59:00 GMT+0100 (Central European Standard Time),94
Tue Nov 28 2023 19:59:00 GMT+0100 (Central European Standard Time),73
Tue Nov 28 2023 20:59:00 GMT+0100 (Central European Standard Time),79
Tue Nov 28 2023 21:59:00 GMT+0100 (Central European Standard Time),86
Tue Nov 28 2023 22:59:00 GMT+0100 (Central European Standard Time),70
Tue Nov 28 2023 23:59:59 GMT+0100 (Central European Standard Time),67
Wed Nov 29 2023 00:59:00 GMT+0100 (Central European Standard Time),63
Wed Nov 29 2023 01:59:00 GMT+0100 (Central European Standard Time),62
Wed Nov 29 2023 02:58:00 GMT+0100 (Central European Standard Time),59
Wed Nov 29 2023 03:59:00 GMT+0100 (Central European Standard Time),62
Wed Nov 29 2023 04:52:00 GMT+0100 (Central European Standard Time),60
Wed Nov 29 2023 05:57:00 GMT+0100 (Central European Standard Time),60
Wed Nov 29 2023 06:59:00 GMT+0100 (Central European Standard Time),63
Wed Nov 29 2023 07:59:00 GMT+0100 (Central European Standard Time),60
Wed Nov 29 2023 08:58:00 GMT+0100 (Central European Standard Time),65
Wed Nov 29 2023 09:57:00 GMT+0100 (Central European Standard Time),74
Wed Nov 29 2023 10:59:00 GMT+0100 (Central European Standard Time),83
Wed Nov 29 2023 11:59:00 GMT+0100 (Central European Standard Time),75
Wed Nov 29 2023 12:59:00 GMT+0100 (Central European Standard Time),73
Wed Nov 29 2023 13:59:00 GMT+0100 (Central European Standard Time),72
Wed Nov 29 2023 14:59:00 GMT+0100 (Central European Standard Time),74
Wed Nov 29 2023 15:59:00 GMT+0100 (Central European Standard Time),75
Wed Nov 29 2023 16:58:00 GMT+0100 (Central European Standard Time),73
Wed Nov 29 2023 17:55:00 GMT+0100 (Central European Standard Time),71
Wed Nov 29 2023 18:59:00 GMT+0100 (Central European Standard Time),82
Wed Nov 29 2023 19:59:00 GMT+0100 (Central European Standard Time),72
Wed Nov 29 2023 20:59:00 GMT+0100 (Central European Standard Time),76
Wed Nov 29 2023 21:59:00 GMT+0100 (Central European Standard Time),75
Wed Nov 29 2023 22:59:00 GMT+0100 (Central European Standard Time),68
Wed Nov 29 2023 23:55:00 GMT+0100 (Central European Standard Time),61
Thu Nov 30 2023 00:59:00 GMT+0100 (Central European Standard Time),57
Thu Nov 30 2023 01:59:00 GMT+0100 (Central European Standard Time),58
Thu Nov 30 2023 02:57:00 GMT+0100 (Central European Standard Time),59
Thu Nov 30 2023 03:59:00 GMT+0100 (Central European Standard Time),59
Thu Nov 30 2023 04:56:00 GMT+0100 (Central European Standard Time),61
Thu Nov 30 2023 05:59:00 GMT+0100 (Central European Standard Time),62
Thu Nov 30 2023 06:59:00 GMT+0100 (Central European Standard Time),59
Thu Nov 30 2023 07:59:00 GMT+0100 (Central European Standard Time),78
Thu Nov 30 2023 08:59:00 GMT+0100 (Central European Standard Time),83
Thu Nov 30 2023 09:59:00 GMT+0100 (Central European Standard Time),93
Thu Nov 30 2023 10:59:00 GMT+0100 (Central European Standard Time),98
Thu Nov 30 2023 11:59:00 GMT+0100 (Central European Standard Time),93
Thu Nov 30 2023 12:59:00 GMT+0100 (Central European Standard Time),85
Thu Nov 30 2023 13:59:00 GMT+0100 (Central European Standard Time),87
Thu Nov 30 2023 14:58:00 GMT+0100 (Central European Standard Time),92
Thu Nov 30 2023 15:59:00 GMT+0100 (Central European Standard Time),90
Thu Nov 30 2023 16:59:00 GMT+0100 (Central European Standard Time),75
Thu Nov 30 2023 17:59:00 GMT+0100 (Central European Standard Time),77
Thu Nov 30 2023 18:58:00 GMT+0100 (Central European Standard Time),80
Thu Nov 30 2023 19:59:00 GMT+0100 (Central European Standard Time),71
Thu Nov 30 2023 20:59:00 GMT+0100 (Central European Standard Time),68
Thu Nov 30 2023 21:59:00 GMT+0100 (Central European Standard Time),72
Thu Nov 30 2023 22:42:00 GMT+0100 (Central European Standard Time),74
Thu Nov 30 2023 23:59:59 GMT+0100 (Central European Standard Time),61
